31,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",281.67884903703697,195.9002434834123,200.69271574074068,211.22733644133635,221.07765094917335,235.59973654656062,245.80439978715842,263.5308254608294,280.962923564097,296.0015828470379,310.2788291411443,326.2466180873181,339.549070450585,354.4717818076403,365.7102496105516,389.1308834851891,403.68898122328034,423.34395427292964,440.763439330182,457.77130233057386,414.4731944444445,615.0755000000001,641.6111,668.7488500000001,686.083275862069,698.0151176470588,777.811129032258,757.5287352941175,716.3485897435896,842.7470638297873,821.5709402985075,794.0660630630628,807.4356989247312,860.9762300884953,831.1550583941603,842.6818129496404,903.3509871794871,875.7398061224491,900.4529254385965,892.733468965517,924.5430207715134,895.1977362637365,913.1097841191062,916.4460630434781,925.8688121645797,916.3097748917749,936.7799099462368,928.1722097669257,923.2248951612902,936.1536403940889,933.6591313711417,933.9401673793526,930.1004905046125,937.7602657572905,940.4706487825011,945.018956225332,942.4617773058254,951.6226180865007,950.6964433756013,962.8669640546366,964.8477995913004,970.520569444444,974.1960564234514,977.2004812157967,981.4824935140368,982.7075192389776,985.2615361445783,984.1436954044815,988.699041869523,995.9433379204896
85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",281.2099169277033,136.2161700321919,122.96502035421621,128.7470615349159,129.52078668773459,132.29175138029112,138.53143518772274,139.08304427838493,144.41444248641065,144.50830242345094,146.77915975914428,150.07058278304717,152.04715017154922,156.7200758865912,156.79463855883478,170.67099555884536
65,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",254.88516845878135,176.27042857142857,126.94138095238094,136.06683684210523,144.9940807174888,140.0648871595331,146.05025249169432,161.7797083333334,162.9594801061008,165.67743913043478,178.72732978723405,187.97284106891706,196.56987643312107,203.92312976313073,206.51984131455407,204.84583733539884,217.7121767845231,230.26911268403185,229.71349011857708,244.67602870409456,245.55167059256533,250.28355122749602,260.3704770068027,269.1406062919268,275.40124512480503,280.4539408541499,289.0218265653656,296.43897143156136,298.19309453349786,302.0512294299543,303.37403071631877,306.2588934220086,309.38565516815027,311.75461325966836,316.78423646308124,323.32955988660535
53,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",235.25922222222223,178.72929999999997,146.68513636363636,129.20483333333334,185.02548275862068,176.3544827586207,138.12230000000002,233.3580454545454,187.2378771929824,201.4350380952381,189.7470744680851,223.86032075471695,208.79467142857138,258.8833229813664,273.64932446808496,255.79955454545455,259.7170120481928,274.54327076923073,297.9855661375662,299.92188997554996,309.5741311111111,325.31155844155853,329.1979605055293,347.5601693648819,344.9253096623982,353.1904368836291,349.94704214223,368.3614607065609,376.2836775203507,384.45764915161465,391.84548127074424,395.31306430338,408.935715317919,416.0098682596062,433.1096899019348,438.57240466926066,444.8940390139751,456.7950610245704,464.77952199528676,473.0143925007878,477.02892917940665,480.4025326806213,482.12704827750633,487.7117300230556,491.904215079119,494.11937091388387,503.47682124117955,515.3227936170214
78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",271.4363985397018,143.6785684877276,129.29119999999995,128.7822858990944,128.89249506674406,139.44149166245583,140.329033288948,148.16938575321134,146.9448167539267,157.1922128456221,159.62387413452032,163.83160503144651,174.21703187114468,175.59094545707518,179.43950956405698,186.7633985783634,187.38079222794272,189.5788360930233,190.64414193137762,196.088666136725,197.75307734508505,204.29291375161944,208.40589001447174
34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",342.01216836086394,179.51753790375744,180.95266874674988,189.13257642436153,209.78491345565757,217.97847093551314,232.05500745997094,240.14857140948564,257.57693940022835,268.3760120144832,278.91800701235206,295.2148561526922,309.9170971186307,326.3027060906857,343.58665319249536,359.8775562526691,374.6217286340933,365.61615,420.2528,599.1480909090908,523.1523888888889,549.8415357142857,493.98924999999997,634.9559677419355,637.3172702702701,605.9998536585366,702.2028139534884,692.0837887323946,697.5310583333332,685.8049175257731,771.9351896551726,731.0744718309861,741.5296896551723,803.5989760479044,764.4127233009706,781.9190530973451,795.2431530612249,812.1832642642645,794.0013267045452,815.3304527363181,813.6027246376814,827.1809477351915,813.9206785714289,840.5736985583223,833.5603931718063,838.7405331325303,840.5121669421486,844.213330007128,848.7242515802782,848.143887168142,853.5119283998076,855.3042741535918,863.089735745614,863.2251955777017,871.1479374503048,874.3845773993809,884.7048671803342,887.8344359470317,894.4486191271171,898.6074685105586,904.0124650218144,905.7793727350598,907.5511735690443,909.9959889902059,910.378953962481,914.8806304130911,923.0095131172842
81,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",263.42207394143657,142.5273384615385,124.65061257035646,132.5588015839933,132.66185944527734,137.55292358803982,139.66998582364616,142.3687680058795,150.06762966783577,154.04193939914163,159.48400492402928,163.1105414842259,165.84323411577836,167.61550427411822,171.3724468138643,174.3859236618722,175.72174637681158,177.334583937586,183.5797058491631,194.35143459302327
28,"","","","","","","","","","","","","","","","","","","","","","","","","","","",237.8464119886536,200.72386451934256,215.6969371390923,237.5793790294627,247.18049519959575,270.90645852534567,274.7971745283019,295.68252048061174,320.88405403050115,325.1864965753424,355.19003174157314,365.15244297956485,384.44751183484607,397.6310675836528,415.0361569687334,431.6769034591717,445.86943361322494,458.86348978508886,479.3294823322995,498.5234718950683,519.6240289131955,537.9239862216878,555.1962261608842,552.2706216216214,681.6095624999998,851.7208181818182,757.1949333333334,830.3351481481482,818.4116428571427,902.2438181818184,910.7618235294117,831.7694062499997,968.7717674418603,924.9857812500001,923.2605675675678,920.3617386363632,987.2817884615387,953.7556814814816,975.528156028369,1006.5202795031057,989.1484417475729,1003.8634334763949,1000.9252294520546,1034.799806451613,1006.4762643051768,1014.1985784313722,1010.5877905544147,1024.3872253521129,1009.4366303116149,1032.4075057766365,1020.1366408602148,1019.2862631058355,1019.1569084967315,1023.8250456460672,1025.258921116505,1016.2832258748675,1021.7115991697417,1018.4493376309429,1027.1821460794845,1024.0024760059614,1029.6417238557915,1031.15157505423,1041.4054668915328,1041.640541467651,1049.3256377906976,1052.8383439738825,1056.890444550529,1060.2209025235989,1061.5760729417434,1063.994357619835,1063.0340791658803,1067.3079464457712,1069.3282936746984
76,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",258.7884168665068,146.27689814814818,143.81062523540493,132.2437042124542,128.99567984189727,143.8028070054945,144.97529058823528,142.8063619696176,153.71836215482122,153.86081313926044,166.99019621342515,168.29715179877152,174.99281155840947,180.52964184985478,186.61498387917862,191.39590028802635,196.39616056554132,201.12760508182606,204.13096395082312,204.03347016153623,206.46249138723013,210.91058146261705,213.56750062277587,216.6616556145814,223.9966793400287
27,"","","","","","","","","","","","","","","","","","","","","","","","","","",237.38152657740923,205.63417728128502,222.51866901367762,239.8569393884763,261.1703952719458,268.4777182962246,285.23511814024386,296.5106254272044,327.53833171782435,345.71227812499995,359.0076093483453,387.0338645682934,404.4002083790305,417.387324964132,428.43006978620406,451.0188776339715,466.8679504683149,478.2457077896139,493.9426127120928,516.2459268803946,534.3064453556742,554.181971564542,573.5347203329588,591.8792677297978,635.2244324324324,735.5784666666666,828.1008888888889,839.2618333333334,885.7614814814814,876.0363076923077,954.1119393939397,948.8202727272726,898.1264571428568,983.2635581395352,945.9056379310343,954.9326822429908,968.6358089887643,1026.8429811320757,994.1781450381682,997.964517482517,1048.3537041420116,1027.0800628019324,1034.0047725321886,1036.017182432432,1065.1298347826091,1031.5620412087908,1051.7977475728153,1047.4727351129363,1051.070421328672,1035.4707619047617,1063.9002882427305,1050.359188325991,1049.7200196078434,1051.6362694753577,1053.4034528960221,1055.525492718447,1048.696277516954,1049.3836647321427,1049.6145961305926,1055.509357345635,1050.529249331352,1056.3127803571426,1057.9045834941048,1068.045257323277,1069.6135604838712,1076.8471492571693,1079.5630333931783,1083.8532473441278,1087.795940075627,1088.6159403245192,1090.3357633289122,1090.7571687312318,1094.229993647738,1096.910208491281
