31,539.0325184418826
85,152.8693092257833
65,288.299429941289
53,461.9353744996152
78,183.44757926653784
34,463.5088105865226
81,168.23668855186935
28,470.76794903976685
76,196.58934930692536
27,419.62193469400665
26,405.65721873597147
44,312.49958680243077
12,1041.6589045398237
91,148.84998601831532
22,496.16279688785755
93,154.0895996805754
47,294.32832264738096
1,1819.1179805839247
52,480.5967920929336
13,979.96025573996
6,1389.7244759827868
86,150.65923804205528
16,790.1452347199024
3,1579.9888197751316
40,355.0326107757127
20,575.0614563631224
94,159.98858528867734
57,392.81389942714907
54,443.29424691160165
96,171.31484860039305
48,297.74016316980936
5,1446.7538034011086
19,621.779470058857
92,150.54005445194366
64,298.83205787515493
41,342.3927708939383
43,321.0284816681737
15,853.2881027678247
37,401.29351509531244
61,335.01817421363023
88,147.30001587772102
9,1222.3394806590609
17,729.642154290831
72,224.2276927941323
35,440.8871602369119
4,1507.0813054798443
55,426.00404595033075
59,362.44698043499204
8,1279.654756271333
100,189.60758138780807
23,463.8883365554216
39,368.7233490353534
49,317.07357436145037
7,1335.3257498446897
84,156.88550197811094
87,149.08531902208102
51,499.61065181829866
69,249.19899191635352
97,177.57629071269648
63,309.29108230497803
10,1163.2214383895673
77,189.95988851041264
50,372.2482410775628
45,304.7211124792955
38,384.4631381572865
82,164.17369643768066
80,172.89410151923602
25,415.5039726935533
73,216.79928623082444
24,436.4225650516279
70,240.72227005682316
62,322.38782588223194
95,164.824231790766
29,535.3395083838736
21,533.2498767521607
98,183.4781165623569
32,513.3261549850005
90,146.30167669662325
60,348.5678501433512
75,202.075119762814
56,408.8744613612887
58,377.41166148499786
11,1102.5392398036113
33,487.9491546569606
83,161.10940905292182
68,258.2014183440817
71,232.29750009545316
14,916.7778297907289
42,331.1523138156749
79,178.50889287637193
2,1645.621722043074
30,554.7706798774351
99,195.683188348253
66,277.3688287374791
46,298.0668653419306
67,268.172586398384
0,1322.2333333333333
18,673.1890540724731
74,209.3707950654381
36,420.492062800298
89,147.1307127494139
